,cust_no,Recency,Frequency,Monetary
1009,0xb2d60a01,265,3.0,148342.00999999998
1010,0xb2d5730b,364,7.0,2930945.3400000003
1012,0xb2d65e37,211,103.0,12629.546666666669
1013,0xb2d42a28,532,1.0,37814.545
1014,0xb2d6c12b,105,215.0,3918.993333333333
1015,0xb2d61e89,213,175.0,1142.6766666666665
1016,0xb2d6890f,108,116.0,592.4066666666666
1017,0xb2d280ac,429,3.0,3083551.4116666666
1019,0x3b9b4929,217,29.0,481150.1388888889
1021,0xb2d4f142,344,44.0,2988.0033333333326
1022,0xb2d410a5,281,7.0,129811.41166666668
1024,0xb2d60c14,165,10.0,1278.7900000000002
1025,0xb2d61a7b,152,3.0,50007.39
1026,0xb2d367f7,502,3.0,0.53
1028,0xb2d6404c,143,8.0,171674.125
1029,0xb2d5a575,306,17.0,297220.02571428573
1032,0xb2d4d036,197,6.0,273367.2083333333
1033,0xb2d0d7db,620,53.0,3976.8000000000006
1035,0xb2d3e7d4,250,2.0,66714.71
1036,0xb2d19ffa,101,1.0,1.47
1037,0xb2d41054,526,15.0,225039.32666666663
1038,0xb2d6c218,91,15.0,7433.897999999999
1041,0xb2d40bf2,284,8.0,229447.4611111111
1042,0xb2d56048,363,3.0,150030.27000000002
1044,0xb2d3af10,366,4.0,31813336.576666668
1045,0xb2d083e7,339,8.0,249262.81777777785
1046,0xb2d4f8bf,190,7.0,52151.41166666666
1052,0x3b9b2985,185,2.0,1320875.21
1053,0xb2d53d80,346,9.0,15060.418333333331
1054,0xb2d58b7a,250,3.0,12615.045999999998
1057,0xb2d0a9d9,279,6.0,91317.20222222224
1063,0xb2d1e48e,241,57.0,130797.5666666667
1064,0xb2d0bfc9,612,30.0,164068.2872727273
1065,0xb2d30b1b,171,14.0,1630.4133333333332
1067,0xb2d32c75,611,4.0,880830.4183333333
1068,0xb2d3d0a9,277,5.0,63203.768
1069,0xb2d06c3e,432,9.0,31263.840000000004
1070,0xb2d4162a,575,66.0,80640.57666666668
1071,0xb2d60cc8,257,12.0,540801.6075
1073,0xb2d8399c,93,25.0,5127.943333333333
1075,0xb2d0b3e7,379,19.0,342984.585
1077,0xb2d2a4a6,386,88.0,9860.586666666668
1079,0xb2d563c9,98,7.0,397816.63
1081,0x3b9b3396,175,6.0,389451.08
1082,0xb2d29417,346,7.0,524869.35
1083,0xb2d5cee2,98,8.0,4907.02
1084,0xb2d6d9df,138,4.0,242149.108
1085,0xb2d354c2,275,14.0,91115.36833333332
1089,0xb2d3b9f0,543,31.0,171336.85833333334
1091,0xb2d63782,147,16.0,1772.66
1092,0xb2d3568a,186,666.0,3934.2799999999993
1096,0xb2d3b5be,103,1.0,30126.456
1098,0xb2d30d73,383,2.0,125344.36111111112
1100,0xb2d26dc8,244,3.0,527695.6216666667
1102,0xb2d0ff7d,405,33.0,83640.08166666668
1103,0xb2d47f21,94,9.0,14508.08888888889
1109,0xb2d129ad,173,2.0,22146.56333333333
1115,0xb2d47291,217,96.0,37536.99
1116,0xb2d55a2a,188,12.0,31838.94166666667
1120,0xb2d8b0b2,92,3.0,100010.42166666668
1123,0xb2d37bf2,256,9.0,9193.646666666666
1124,0xb2d1d85e,277,8.0,177670.77714285714
1125,0xb2d11876,168,27.0,325000.67333333334
1126,0xb2d33d6a,154,6.0,142355.2122222222
1127,0xb2d603f5,283,1.0,116341.99166666668
1128,0xb2d60758,255,1.0,21903.75
1130,0xb2d5a008,185,4.0,3055537.6833333336
1131,0xb2d09e5a,184,18.0,105557.71555555557
1132,0xb2d2b397,629,24.0,219661.3866666667
1134,0x3b9af169,608,57.0,146529.65999999997
1135,0xb2d68276,123,7.0,110343.4525
1137,0xb2d1dd47,385,1.0,100350.28833333332
1138,0xb2d1e908,184,8.0,2302526.841666667
1140,0xb2d56321,373,6.0,121437.3975
1141,0xb2d52bd1,404,45.0,90.32666666666668
1143,0x3b9b40b0,105,4.0,1600220.532
1147,0xb2d60ed2,99,6.0,23396.834999999995
1148,0xb2d407f3,513,4.0,200035.8755555556
1149,0xb2d0c10a,407,23.0,29858.56
1150,0xb2d6da06,122,3.0,131937.715
1151,0xb2d3fde2,108,13.0,137390.15
1153,0xb2d40388,511,52.0,591275.6033333334
1156,0xb2d1c86b,141,6.0,82874.62999999999
1159,0xb2d59f78,140,7.0,1667.003333333333
1160,0xb2d5adf7,241,11.0,730026.1419999999
1164,0x3b9b1c05,314,48.0,168975.33625000002
1166,0xb2d631c4,148,4.0,72284.82800000001
1167,0xb2d2bd7e,208,8.0,156169.62444444446
1168,0xb2d235cd,535,3.0,27681.736666666668
1169,0xb2d51b66,206,24.0,19735.04333333333
1172,0xb2d22352,570,30.0,312662.8833333333
1176,0xb2d468c5,417,2.0,679477.8500000001
1177,0xb2d34526,590,1.0,957.2633333333332
1179,0x3b9b33a5,177,3.0,21164.324444444446
1181,0xb2d1de4f,141,2.0,87446.11000000002
1183,0xb2d4068e,98,5.0,35003.16
1189,0xb2d5510c,297,164.0,20979.955
1190,0xb2d42b1b,95,2.0,26574.2
1193,0xb2d263d8,216,6.0,363687.50333333336
1194,0x3b9b4458,382,136.0,7806.397777777778
1195,0xb2d614ba,267,4.0,37536.31
1196,0xb2d343e8,91,3.0,6748075.600000001
1197,0xb2d581d8,104,23.0,6244.596666666667
1200,0x3b9b18f3,433,26.0,949252.48
1201,0xb2d41957,99,13.0,123073.15625
1202,0xb2d09c59,419,6.0,419487.4066666667
1203,0xb2d627ec,129,5.0,76751.18444444443
1204,0xb2d356cc,93,7.0,12138.14
1205,0xb2d2f05d,191,87.0,101473.825
1207,0xb2d06ccb,288,2.0,115433.05166666668
1208,0xb2d5b358,146,4.0,310042.675
1209,0xb2d2602a,307,3.0,574689.3483333333
1210,0xb2d1c1e4,213,1.0,8176.7
1213,0xb2d5095d,364,7.0,215512.28625
1214,0xb2d47279,213,16.0,3141.4466666666667
1215,0xb2d31c31,446,92.0,85670.165
1218,0xb2d1ec50,422,2.0,430308.1583333334
1219,0xb2d6419c,232,7.0,232388.41
1221,0xb2d0c37d,231,12.0,116947.07833333335
1222,0xb2d15f4a,527,35.0,145708.225
1223,0x3b9b2c40,479,8.0,239542.6244444445
1225,0xb2d31631,574,12.0,7133.323333333333
1228,0xb2d1977b,345,11.0,41028.54
1229,0xb2d4707b,423,2.0,14672.223333333332
1230,0xb2d7009d,116,82.0,59132.76
1232,0xb2d14639,181,4.0,276350.95444444445
1234,0xb2d4da02,465,3.0,25957.236666666664
1235,0xb2d2f357,102,5.0,2721.24
1240,0xb2d65222,244,3.0,150029.75166666668
1241,0xb2d250dc,544,420.0,3550.506666666666
1242,0xb2d5ba1e,111,66.0,162178.86909090908
1245,0xb2d256d3,447,2.0,53059.51499999999
1248,0xb2d29b85,220,3.0,11750.003333333332
1249,0xb2d21fb0,169,8.0,47544.76
1250,0xb2d37c85,191,5.0,60124.63166666666
1251,0xb2d0d5e3,625,1.0,40016.92833333334
1252,0xb2d3023c,100,3.0,395127.755
1259,0xb2d20504,257,6.0,152348.62416666668
1261,0x3b9af2c2,426,63.0,28355.849999999995
1262,0xb2d1db91,134,7.0,281179.2266666667
1264,0xb2d4e6f5,450,11.0,134059.37
1266,0xb2d6ad6c,185,68.0,100003.27833333334
1270,0xb2d0f440,329,1.0,57369.35333333333
1273,0xb2d1a618,410,3.0,56326.725
1274,0xb2d5ab45,146,2.0,150038.16333333333
1275,0xb2d5a446,202,13.0,547067.22
1277,0xb2d20822,404,1.0,40563.776666666665
1278,0xb2d53816,363,2.0,10137.08
1279,0xb2d630b9,129,18.0,99063.09666666668
1282,0xb2d212ab,285,219.0,67604.54625
1285,0xb2d58955,293,1.0,11006.683333333334
1286,0xb2d0887f,505,11.0,1635011.0483333336
1288,0xb2d597f2,366,68.0,87795.48199999999
1293,0xb2d281ab,110,19.0,39363.685
1294,0xb2d5fcb7,269,9.0,96683.95111111112
1295,0xb2d23ca8,515,3.0,98422.615
1297,0xb2d0ae4a,107,3.0,35549.74999999999
1298,0xb2d21df4,167,24.0,281265.37625
1299,0xb2d6b43e,130,5.0,29177.48833333333
1301,0xb2d43631,286,3.0,414633.305
1303,0xb2d60b84,152,11.0,61332.94666666666
1304,0xb2d38744,400,17.0,507808.025
1306,0xb2d772b8,98,102.0,316.84
1308,0xb2d5c43b,185,3.0,7500054.714999999
1309,0xb2d0d643,219,65.0,287516.7216666667
1310,0xb2d6d7f0,99,22.0,75002.515
1311,0xb2d3b945,493,4.0,48011.28999999999
1313,0xb2d40bb3,286,2.0,80166.89833333333
1314,0xb2d5ea78,161,3.0,5004.620000000001
1315,0xb2d50cfc,94,6.0,304715.025
1318,0xb2d22259,473,5.0,30001.795
1319,0xb2d559c1,108,12.0,286038.61
1320,0xb2d284e4,491,2.0,332698.00333333336
1323,0xb2d67eaa,186,7.0,60754.01499999999
1324,0xb2d0f314,408,60.0,1948.2833333333333
1325,0x3b9b46f5,91,100.0,417.8633333333334
1326,0xb2d2da70,401,506.0,6406.195555555556
1328,0xb2d16082,208,12.0,62738.918333333335
1330,0xb2d3b1ec,411,1.0,93509.89777777778
1331,0xb2d3cf3e,615,7.0,2305128.401666667
1332,0xb2d1d9cc,543,5.0,604423.425
1333,0xb2d1d72f,93,3.0,173335.2722222222
1336,0xb2d3551c,370,22.0,1344707.7766666666
1337,0xb2d3bca8,162,4.0,390190.18
1340,0xb2d39b36,467,17.0,1384867.915
1341,0xb2d26f8a,129,5.0,35017.93833333333
1342,0xb2d3f50f,565,33.0,77580.628
1345,0xb2d2974a,599,6.0,2313.94
1346,0xb2d20bd3,581,10.0,237503.85166666668
1347,0xb2d1f751,138,4.0,14941.563333333334
1349,0xb2d2d578,154,3.0,260193.8683333333
1352,0xb2d6e591,113,2.0,50001.20714285714
1353,0xb2d2506d,372,3.0,659050.59
1354,0xb2d1964c,379,13.0,581111.4644444444
1355,0xb2d1ae07,108,11.0,1218169.5683333334
1356,0xb2d599ba,145,19.0,1270.61
1358,0xb2d5ff33,283,12.0,99916.015
1359,0xb2d1bb00,279,3.0,92098.05000000002
1360,0xb2d41c8a,527,9.0,736215.0333333333
1362,0xb2d0a4f6,368,3.0,147010.31999999998
1364,0xb2d65915,205,1.0,213590.0433333333
1365,0xb2d14129,130,7.0,111200.80444444444
1366,0xb2d08b55,257,6.0,265235.8177777778
1368,0xb2d64c16,194,6.0,1667.5933333333337
1369,0xb2d5f69f,308,4.0,115843.88666666669
1370,0xb2d5b1d2,123,3.0,1799950.048333333
1372,0xb2d354e6,322,3.0,2836.646666666667
1373,0xb2d43385,98,7.0,185145.572
1374,0x3b9b451b,147,21.0,3091.285
1375,0xb2d330c5,553,5.0,367878.7577777777
1377,0xb2d26de0,384,3.0,290984.7866666667
1381,0xb2d43751,343,1.0,261193.3733333333
1382,0xb2d09dee,414,101.0,65502.66928571428
1383,0xb2d6f78e,123,3.0,202136.32666666663
1384,0xb2d205c1,243,4.0,3047371.3383333334
1385,0x3b9b4638,445,52.0,17869.256
1387,0xb2d07e80,246,4.0,5000.637500000001
1388,0xb2d1baaf,242,16.0,244625.93166666664
1389,0xb2d6dbce,153,819.0,18904.673333333336
1390,0xb2d32af2,283,3.0,61065.52166666667
1391,0xb2d4f367,153,5.0,205756.42111111112
1395,0xb2d63008,274,4.0,88671.56
1397,0xb2d4167e,99,2.0,30036.05833333333
1398,0xb2d0bd32,107,14.0,40654.49833333334
1399,0xb2d5a61a,208,6.0,653990.7933333333
1400,0xb2d52829,365,7.0,7500074.52
1401,0xb2d2b6eb,397,11.0,2791.32
1405,0xb2d09c83,631,148.0,153049.628
1407,0xb2d8fa23,578,2.0,6001.264
1408,0xb2d1371e,336,3.0,12500.505
1411,0xb2d63c89,181,6.0,5000.055
1412,0xb2d69218,159,7.0,2001.3966666666663
1413,0xb2d27806,184,3.0,20771.02333333333
1414,0x3b9b437d,129,9.0,315230.2877777778
1417,0xb2d87a19,91,12.0,516666.6666666667
1420,0x3b9b29be,568,3.0,30704.15
1423,0xb2d6b642,124,23.0,6063.75
1424,0xb2d16f88,255,16.0,3511.616666666667
1426,0xb2d3a57d,184,6.0,259118.11833333335
1427,0xb2d4ded6,189,30.0,20644.65555555556
1428,0xb2d34088,538,22.0,86692.82333333333
1429,0xb2d0e5d9,100,15.0,32527.29
1431,0xb2d63dc4,619,2.0,5000.105
1432,0xb2d3adb7,487,7.0,153629.66444444447
1435,0xb2d6bb22,168,10.0,9262.660000000002
1437,0xb2d541a0,332,4.0,9947.165
1438,0xb2d486a7,336,6.0,32011.6
1440,0xb2d10301,446,1.0,97.15666666666668
1441,0xb2d10a9f,217,65.0,2209000.14
1442,0xb2d1be18,354,148.0,207609.07166666663
1443,0x3b9af262,576,36.0,62681.39166666666
1447,0xb2d39494,195,6.0,7528028.995
1448,0xb2d12c05,199,16.0,696879.3175
1449,0xb2d30ca7,563,13.0,87489.93166666666
1450,0xb2d08bd9,602,23.0,38770.85833333334
1451,0x3b9b0fc0,208,84.0,370624.6916666667
1452,0xb2d32e37,533,49.0,10015.586666666666
1455,0xb2d1c784,463,5.0,638350.0666666668
1456,0xb2d6a0cd,129,1.0,146.76666666666665
1459,0xb2d284d5,409,113.0,29247.738
1461,0xb2d100af,144,39.0,5686.110000000001
1462,0xb2d630fb,133,141.0,5074.55
1463,0xb2d12ac1,155,1.0,24139.6
1464,0xb2d32c3c,112,17.0,194448.0441666667
1465,0xb2d0de0e,202,3.0,73339.86
1467,0xb2d576a1,373,34.0,83046.43714285715
1469,0xb2d4a38a,405,3.0,462529.905
1470,0xb2d4c247,109,202.0,8431.733333333334
1471,0xb2d17d11,104,3.0,93236.06666666664
1472,0xb2d6ee8b,126,2.0,13288.39
1482,0xb2d5ceca,131,38.0,70326.60833333332
1483,0xb2d0d9f1,283,116.0,11568.590000000002
1485,0xb2d29a98,524,9.0,132947.78
1486,0xb2d3b393,121,7.0,15027.186666666666
1487,0xb2d4806e,274,3.0,419616.26
1488,0xb2d60638,106,80.0,188167.9
1489,0xb2d5a929,246,13.0,1016.3433333333332
1491,0xb2d68462,174,11.0,301782.0
1493,0xb2d88e5f,92,3.0,100710.92333333332
1495,0xb2d30335,236,12.0,1594386.715
1497,0xb2d5ced9,259,3.0,103039.70666666668
1499,0xb2d15230,153,108.0,5413.906666666667
1500,0xb2d2d63b,273,3.0,763238.2366666667
1501,0xb2d6bc7e,152,1.0,100754.60666666667
1502,0xb2d4a9db,281,14.0,119207.004
1503,0xb2d1fc31,413,1.0,540146.1849999999
1504,0xb2d6866f,188,8.0,4807.77
1505,0xb2d0ee55,367,29.0,843276.3016666668
1507,0xb2d0f7d3,283,6.0,185953.61
1508,0xb2d2e175,205,4.0,2023.4466666666667
1509,0xb2d57143,258,7.0,250.51666666666665
1514,0xb2d68960,212,14.0,20147.284
1517,0xb2d265fa,142,2.0,481781.2333333334
1518,0xb2d0e891,256,51.0,82361.77200000001
1519,0x3b9af181,229,17.0,277180.665
1522,0xb2d6f638,117,19.0,4590.086666666667
1523,0xb2d24abb,95,3.0,2251701.723333333
1525,0xb2d2f5b5,381,1.0,1514.613333333333
1527,0xb2d5be68,269,30.0,208779.57333333333
1530,0xb2d41e49,244,5.0,3199255.69
1531,0xb2d1c02e,183,2.0,211810.105
1532,0xb2d0862d,501,3.0,155221.95166666666
1533,0xb2d2ef25,145,15.0,21620.986666666668
1535,0xb2d5df7d,106,3.0,12961.77
1536,0xb2d6c059,95,12.0,1663.37
1537,0xb2d4a3e4,372,28.0,346922.08
1538,0xb2d23096,418,30.0,1335205.2933333332
1540,0xb2d244fa,615,19.0,378545.6371428572
1541,0xb2d36eae,548,37.0,87368.135
1542,0xb2d25c79,415,9.0,4974.066666666667
1543,0xb2d0d232,201,28.0,130071.8725
1546,0xb2d122b1,274,1.0,367311.472
1547,0xb2d4f742,211,24.0,2455.85
1548,0xb2d075a7,199,19.0,74738.63166666667
1549,0xb2d1f748,491,3.0,690160.8333333334
1550,0xb2d3942b,437,389.0,2629602.9420000003
1551,0xb2d6f68f,122,10.0,220336.4727272727
1552,0xb2d59087,337,15.0,116666.66666666669
1553,0xb2d236f6,191,7.0,220055.56
1554,0xb2d5e53b,260,6.0,5995.826666666667
1555,0xb2d0eda4,229,5.0,210390.3311111111
1556,0xb2d10b20,539,1.0,3391330.411111111
1560,0xb2d20e8e,397,4.0,5975078.91
1561,0xb2d58c58,133,28.0,3439.87
1562,0xb2d2f459,397,3.0,382883.0533333334
1564,0xb2d0cde2,533,6.0,191571.81
1565,0xb2d1f6be,457,16.0,86482.34375
1566,0xb2d6378e,264,112.0,2801.5033333333336
1568,0xb2d359d2,406,51.0,6774.969999999998
1571,0xb2d0e108,564,23.0,1289208.87
1572,0xb2d6a3b2,173,4.0,87955.36799999999
1573,0xb2d6bbe2,101,15.0,558550.3433333334
1574,0xb2d155c9,568,13.0,35446.07833333334
1577,0xb2d21b51,171,8.0,130040.81833333334
1579,0xb2d627bf,235,12.0,3606.743333333333
1581,0xb2d0d514,235,80.0,114824.27133333334
1582,0xb2d6a196,180,15.0,12495.026666666668
1585,0xb2d3b07e,176,12.0,135485.355
1586,0xb2d171fe,415,388.0,37827.665
1587,0xb2d1bd40,571,18.0,151763.12
1588,0xb2d6babf,170,2.0,91218.36285714286
1589,0xb2d26618,225,12.0,15606.955
1590,0xb2d1326b,150,13.0,30000.0
1592,0xb2d4dfb1,321,40.0,2826.02
1593,0xb2d65441,104,18.0,1593.2766666666666
1594,0xb2d3721d,104,20.0,904638.416
1596,0xb2d3dc28,410,18.0,605668.4733333333
1597,0xb2d2b151,154,218.0,79520.71
1600,0xb2d09fc5,599,11.0,22529.70875
1601,0xb2d6a56b,187,3.0,50589.575
1602,0xb2d69fec,155,3.0,100352.23333333334
1603,0xb2d68ab6,183,2.0,83740.81444444443
1605,0xb2d6278c,140,20.0,168805.09444444446
1606,0xb2d3a8e0,484,5.0,123724.11416666668
1609,0xb2d4f50e,123,11.0,73.20666666666666
1610,0xb2d242f0,567,37.0,252951.51545454544
1611,0xb2d5ee7d,285,3.0,166668.42111111112
1613,0xb2d5377d,392,2.0,629500.38
1615,0xb2d17540,204,3.0,213364.24
1616,0xb2d2d6a7,270,8.0,1863.3633333333332
1618,0xb2d58ba4,376,5.0,303215.784
1621,0xb2d569ea,160,51.0,3851.943333333333
1622,0xb2d20dfb,590,14.0,62920.16285714286
1623,0xb2d32fc0,98,28.0,336393.0833333333
1624,0xb2d12c3e,568,5.0,200078.32
1626,0xb2d5b7b1,215,22.0,10027.355
1627,0xb2d0db1a,253,11.0,231402.39
1628,0xb2d641a5,119,3.0,30253.103333333333
1630,0xb2d1b425,370,6.0,1.49
1631,0xb2d34397,188,17.0,12062.76
1633,0xb2d1e902,535,6.0,141395.28666666668
1634,0xb2d4c14b,328,4.0,37736.135
1636,0xb2d3b390,151,10.0,258138.98428571428
1637,0xb2d776ea,92,5.0,33347.718888888885
1638,0xb2d54cd4,184,180.0,1212119.9783333335
1639,0xb2d5b01f,153,1.0,20057.213333333333
1640,0xb2d58dc6,187,23.0,400385.1716666666
1641,0xb2d6baf2,166,23.0,1207.5866666666666
1642,0xb2d52c6a,279,74.0,15155.894
1643,0xb2d28f8b,281,2.0,613018.085
1645,0xb2d6c890,137,2.0,11592.38
1647,0xb2d50b4f,112,83.0,253069.745
1651,0xb2d35e46,398,99.0,92183.04666666665
1652,0xb2d6944f,201,109.0,103501.30111111113
1653,0xb2d5fc33,262,3.0,250029.84166666667
1657,0xb2d60f8c,234,4.0,320016.68333333335
1658,0xb2d4f98b,203,8.0,100004.63333333332
1660,0xb2d315b3,582,32.0,5942.646666666667
1661,0xb2d0cf59,143,8.0,8488.655999999999
1662,0xb2d62108,282,3.0,202423.86166666663
1665,0xb2d25c2b,297,54.0,2836.6666666666665
1666,0xb2d154b2,267,49.0,1072489.2049999998
1667,0x3b9b38df,212,415.0,356578.2233333333
1669,0xb2d3a4b7,94,9.0,79186.49
1670,0xb2d625e5,107,4.0,17524.295000000002
1674,0xb2d2c399,551,3.0,835879.8683333333
1675,0xb2d21263,216,5.0,2181356.4144444447
1676,0xb2d0685d,375,75.0,55425.848333333335
1677,0x3b9b29af,101,6.0,124862.03111111112
1679,0xb2d232fa,170,8.0,21466.553
1680,0xb2d20ba3,224,48.0,232207.9016666667
1682,0xb2d15284,615,2.0,71000.06999999999
1685,0xb2d64181,227,7.0,1670.7833333333335
1686,0xb2d2c297,394,4.0,168401.76333333334
1687,0xb2d0dc49,136,1.0,205181.5283333333
1688,0xb2d150dd,485,1.0,39299.56
1689,0xb2d39509,185,7.0,4676701.135
1691,0xb2d467fc,380,10.0,6728.590000000001
1692,0xb2d365f6,531,6.0,257727.5483333333
1694,0xb2d1cbfb,256,10.0,385987.74
1695,0xb2d22ac0,138,4.0,42619.832
1698,0xb2d1d97e,128,5.0,162338.68444444443
1700,0xb2d404ed,284,9.0,1320081.048
1701,0xb2d3ce33,551,4.0,2532.295
1703,0xb2d23447,569,5.0,111302.724
1704,0xb2d6a4ab,151,14.0,200021.59333333332
1706,0xb2d2fdf5,370,12.0,1553.3033333333333
1708,0xb2d6c080,95,5.0,2455656.515
1710,0xb2d35d02,94,7.0,9349.573333333334
1711,0x3b9b183c,275,34.0,263866.6544444445
1718,0xb2d5ddb2,216,95.0,384407.67
1719,0xb2d33b78,441,93.0,1528.9799999999998
1720,0xb2d59c5d,294,14.0,209261.155
1722,0xb2d1ae0d,97,13.0,592924.99
1723,0x3b9b258f,185,230.0,8670.373333333333
1727,0xb2d255ad,601,7.0,674547.0911111111
1729,0xb2d27d34,245,3.0,1077999.6366666665
1732,0xb2d6f5cf,134,2.0,100176.25333333334
1733,0xb2d688a0,141,3.0,6118.124
1737,0xb2d2fba3,108,31.0,12198.066666666666
1738,0xb2d0ce93,101,26.0,709249.1416666666
1739,0xb2d0689c,539,31.0,34138.47
1740,0xb2d6c5f3,96,28.0,73960.83
1741,0xb2d353f6,594,27.0,1738555.265
1742,0xb2d102a7,405,1.0,35625.66
1743,0xb2d313e8,326,5.0,259935.2466666667
1745,0xb2d503b7,172,22.0,96677.7
1748,0xb2d60dca,174,7.0,33668.285
1750,0xb2d6b774,107,7.0,221440.83285714287
1751,0xb2d5d8b7,271,22.0,473.95666666666665
1753,0x3b9b3e2e,599,408.0,2992.34
1754,0xb2d20219,393,4.0,1444436.2999999998
1756,0xb2d09e09,608,89.0,4407.713333333333
1759,0xb2d34313,198,57.0,44844.11375
1760,0xb2d341cf,280,21.0,7403.463333333333
1767,0xb2d16e68,174,10.0,406667.07
1768,0xb2d58391,105,135.0,61952.26
1770,0xb2d1b8a5,488,6.0,736195.2966666667
1771,0xb2d5aa4f,187,40.0,155760.65777777776
1778,0xb2d2e817,398,7.0,3221.016666666667
1779,0xb2d61628,245,1.0,15828.964000000002
1783,0xb2d2ebc5,611,4.0,1699.1899999999998
1784,0xb2d6452c,184,15.0,254082.97833333336
1786,0xb2d12134,207,1.0,27542.26333333333
1792,0x3b9b343b,259,22.0,263842.28
1793,0xb2d0d8f2,203,40.0,48627.204
1795,0xb2d12dac,184,15.0,168760.51
1796,0xb2d6e2c4,93,3.0,425531.64833333326
1797,0xb2d216a4,213,15.0,379889.88
1798,0xb2d17a80,165,4.0,86673.92666666667
1799,0xb2d1772c,602,11.0,241516.78
1801,0xb2d60089,101,6.0,178902.19833333333
1802,0xb2d4a69f,206,78.0,7411.993333333333
1803,0xb2d12047,189,27.0,1630842.7766666666
1804,0xb2d2dce6,346,9.0,1154.3966666666668
1806,0xb2d46dcf,357,10.0,3616.33
1811,0xb2d6baa4,165,3.0,503346.37000000005
1814,0xb2d5cfa5,158,99.0,7783.71
1817,0xb2d59318,153,6.0,169009.55
1821,0xb2d1c30d,549,7.0,309143.2309090909
1822,0xb2d6a4f3,147,43.0,349579.3322222222
1825,0xb2d3482f,194,7.0,6767.2
1830,0x3b9af1a2,201,22.0,12769.878333333334
1832,0xb2d21314,363,28.0,1986.994
1835,0xb2d2e631,392,242.0,925.1
1838,0xb2d3a15a,188,25.0,3998.9666666666662
1839,0xb2d33473,217,18.0,2852157.043333333
1840,0xb2d681ce,208,41.0,14642.72
1842,0xb2d511c7,194,31.0,103010.49666666666
1843,0xb2d6a736,130,29.0,3551.3766666666666
1845,0xb2d2189f,368,3.0,548114.1016666667
1848,0xb2d57e7e,295,4.0,6956.253333333334
1849,0xb2d2842a,519,2.0,323.92
1850,0xb2d482c3,393,5.0,1847.49
1851,0xb2d2ac56,178,4.0,345030.29
1852,0xb2d5d590,108,197.0,3860.876666666667
1854,0xb2d6bcb1,140,23.0,78458.93363636364
1856,0xb2d8e29e,562,2.0,180639.466
1857,0xb2d063d4,370,10.0,365031.655
1858,0xb2d1b590,487,3.0,1255009.2333333334
1864,0xb2d266a5,92,3.0,221571.80666666667
1865,0xb2d366ef,231,22.0,444743.3188888889
1867,0xb2d0d484,554,14.0,249185.7857142857
1869,0xb2d4d894,104,4.0,45049.185000000005
1870,0xb2d3a36d,396,3.0,5661534.152
1871,0xb2d65bb5,224,21.0,38025.075
1872,0xb2d5844e,110,9.0,74839.675
1873,0xb2d25b7d,363,4.0,109337.115
1874,0xb2d622a0,226,18.0,248366.64666666664
1875,0x3b9b33a2,388,71.0,72464.22428571428
1876,0xb2d17ed0,434,6.0,518620.8566666667
1877,0xb2d1a1d4,112,28.0,542258.2416666667
1878,0x3b9b1254,529,27.0,32504.302222222224
1880,0xb2d14d98,409,31.0,452195.5428571428
1882,0xb2d2fd98,627,10.0,2240.806666666667
1884,0xb2d4bce6,387,22.0,905996.685
1885,0xb2d177fe,105,182.0,2712.0333333333333
1887,0xb2d075f5,183,130.0,84298.11666666668
1888,0xb2d44ac8,476,2.0,15693.017499999998
1889,0x3b9af0f1,385,124.0,448740.345
1890,0xb2d20b97,385,30.0,58901.78666666666
1891,0xb2d5e6af,183,210.0,24396.92
1892,0xb2d2cf0f,153,134.0,2034.246666666667
1894,0xb2d20f8a,395,77.0,41758.33375
1895,0xb2d33140,102,84.0,51511.30333333334
1896,0xb2d6c1be,101,31.0,9013.256666666666
1897,0xb2d6e255,127,16.0,600027.1366666667
1898,0xb2d5c807,294,7.0,16136.458333333334
1900,0xb2d3459e,240,14.0,2803968.95
1901,0xb2d3c4f1,284,4.0,22579.825
1902,0xb2d4353b,377,12.0,2710.856666666667
1904,0xb2d580ca,376,13.0,125167.42666666668
1905,0xb2d579cb,107,41.0,4164.126666666667
1906,0xb2d40145,105,18.0,350000.9222222222
1908,0xb2d65d92,220,8.0,35721.87333333333
1910,0xb2d3192b,567,17.0,5429.596666666667
1911,0xb2d1a9e1,616,57.0,34739.10071428572
1914,0xb2d6c047,121,79.0,9729.243333333334
1916,0xb2d581d2,276,2.0,1.64
1917,0xb2d60b99,140,3.0,63866.485714285714
1919,0xb2d5ea87,259,11.0,139398.39500000002
1920,0xb2d67e29,205,4.0,960020.268
1922,0xb2d0c860,388,9.0,526539.7283333334
1923,0xb2d641c3,132,13.0,188704.75384615388
1924,0xb2d6c2c9,106,3.0,101209.11166666668
1927,0xb2d3f16d,550,9.0,16742.643333333333
1928,0xb2d44129,463,5.0,48.91666666666666
1930,0xb2d62ca5,277,3.0,5059.240000000001
1931,0xb2d41273,390,46.0,105015.21666666667
1932,0xb2d6ed5c,130,21.0,2430.72
1934,0xb2d61538,158,22.0,126794.33
1935,0xb2d63e81,201,4.0,223358.86666666667
1936,0xb2d42a2e,184,9.0,387634.45
1938,0xb2d6ec4e,143,80.0,1031848.9183333332
1940,0xb2d60971,107,8.0,150970.80166666667
1941,0xb2d7ee54,91,5.0,5201.326666666667
1942,0xb2d36515,618,3.0,38001.12
1948,0xb2d07877,106,10.0,750118.4616666666
1949,0xb2d68e94,124,4.0,5000.318333333334
1950,0xb2d22853,576,2.0,98233.355
